15.086400,29.341200,-3.500000,25.001000
15.624000,30.434000,-3.500000,25.023100
15.854400,30.833300,-3.500000,25.014000
16.264000,31.673700,-3.500000,24.981300
16.648000,32.482900,-3.500000,24.959400
16.852800,32.889800,-3.500000,24.995300
17.083200,33.295800,-3.500000,25.081700
17.467200,34.030500,-3.500000,25.370700
17.672000,34.393700,-3.500000,25.558800
17.902400,34.741400,-3.500000,25.773400
18.337600,35.481700,-3.500000,26.358100
18.542400,35.775200,-3.500000,26.635300
19.003200,36.348800,-3.500000,27.329000
19.259200,36.612200,-3.500000,27.731900
19.668800,36.970400,-3.500000,28.477700
20.052800,37.178900,-3.500000,29.234000
20.462400,37.198800,-3.500000,30.037700
20.667200,37.143400,-3.500000,30.451300
21.076800,36.861600,-3.500000,31.211400
21.281600,36.662600,-3.500000,31.576500
21.691200,36.145100,-3.500000,32.202500
21.947200,35.777000,-3.500000,32.542300
22.177600,35.387700,-3.500000,32.837200
22.382400,35.072000,-3.500000,33.054900
22.792000,34.381900,-3.500000,33.520300
22.996800,34.053200,-3.500000,33.756400
23.406400,33.435400,-3.500000,34.285100
23.611200,33.148500,-3.500000,34.588200
24.020800,32.641100,-3.500000,35.218200
24.225600,32.416600,-3.500000,35.568400
24.635200,32.073700,-3.500000,36.299100
24.840000,31.941300,-3.500000,36.688500
25.147200,31.830000,-3.500000,37.306300
25.454400,31.821800,-3.500000,37.933200
25.659200,31.881400,-3.500000,38.348200
26.068800,32.105000,-3.500000,39.125300
26.273600,32.288500,-3.500000,39.488800
26.683200,32.736300,-3.500000,40.170500
26.888000,33.013800,-3.500000,40.472700
27.092800,33.301100,-3.500000,40.761700
27.297600,33.627600,-3.500000,41.023100
27.912000,34.672200,-3.500000,41.681500
28.116800,35.038100,-3.500000,41.853600
28.526400,35.805500,-3.500000,42.150100
28.731200,36.188000,-3.500000,42.278100
29.166400,36.999100,-3.500000,42.476100
29.345600,37.394400,-3.500000,42.544000
29.550400,37.794600,-3.500000,42.604800
29.755200,38.202100,-3.500000,42.662100
30.164800,39.005100,-3.500000,42.737500
30.472000,39.616000,-3.500000,42.783100
30.676800,40.037400,-3.500000,42.810500
31.086400,40.853900,-3.500000,42.849100
31.291200,41.272900,-3.500000,42.865700
31.496000,41.677900,-3.500000,42.874400
31.905600,42.492200,-3.500000,42.886200
32.315200,43.298500,-3.500000,42.882800
32.776000,44.212900,-3.500000,42.864600
32.776000,44.212900,-3.500000,42.864600
33.032000,44.708700,-3.500000,42.848700
33.569600,45.810300,-3.500000,42.798500
33.569600,45.810300,-3.500000,42.798500
34.030400,46.706800,-3.500000,42.743500
34.235200,47.117100,-3.500000,42.715000
34.440000,47.515900,-3.500000,42.683000
34.824000,48.329600,-3.500000,42.612100
35.028800,48.730300,-3.500000,42.574200
35.233600,49.129000,-3.500000,42.532800
35.438400,49.543200,-3.500000,42.488000
35.643200,49.946800,-3.500000,42.442100
35.848000,50.363700,-3.500000,42.392100
36.334400,51.002400,-3.500000,42.332200
36.564800,50.528900,-3.500000,42.312800
36.564800,50.528900,-3.500000,42.312800
36.769600,50.119200,-3.500000,42.227700
37.281600,49.151700,-3.500000,41.911600
37.486400,48.767300,-3.500000,41.751600
37.691200,48.385900,-3.500000,41.580700
37.947200,47.929600,-3.500000,41.353600
38.203200,47.486000,-3.500000,41.106000
38.408000,47.126200,-3.500000,40.892900
38.612800,46.786100,-3.500000,40.672700
38.817600,46.451300,-3.500000,40.442500
39.022400,46.127700,-3.500000,40.203300
39.227200,45.812700,-3.500000,39.953500
39.636800,45.206800,-3.500000,39.418800
39.841600,44.920900,-3.500000,39.136100
40.046400,44.641800,-3.500000,38.838600
40.251200,44.368200,-3.500000,38.518900
40.456000,44.110600,-3.500000,38.191800
40.660800,43.872900,-3.500000,37.855700
41.070400,43.440100,-3.500000,37.141200
41.275200,43.252100,-3.500000,36.778800
41.480000,43.090000,-3.500000,36.398200
41.684800,42.939200,-3.500000,36.023400
41.889600,42.822000,-3.500000,35.621600
42.094400,42.709600,-3.500000,35.236700
42.350400,42.626900,-3.500000,34.732400
42.606400,42.555400,-3.500000,34.240500
42.811200,42.541800,-3.500000,33.828300
43.220800,42.548200,-3.500000,33.018500
43.220800,42.548200,-3.500000,33.018500
43.502400,42.592300,-3.500000,32.452700
43.758400,42.672400,-3.500000,31.949300
44.014400,42.764100,-3.500000,31.445000
44.321600,42.936300,-3.500000,30.858400
44.628800,43.145100,-3.500000,30.286400
44.884800,43.352800,-3.500000,29.806400
44.884800,43.352800,-3.500000,29.806400
45.140800,43.597800,-3.500000,29.359900
45.396800,43.869200,-3.500000,28.932300
45.652800,44.170500,-3.500000,28.511000
46.062400,44.712200,-3.500000,27.901100
46.267200,45.015000,-3.500000,27.609600
46.497600,45.344100,-3.500000,27.327700
46.676800,45.660500,-3.500000,27.073200
46.984000,46.166900,-3.500000,26.728600
46.984000,46.166900,-3.500000,26.728600
47.316800,46.700300,-3.500000,26.414700
47.547200,47.154500,-3.500000,26.182700
47.752000,47.525600,-3.500000,26.010000
48.187200,48.291300,-3.500000,25.714800
48.366400,48.673600,-3.500000,25.587500
48.571200,49.060500,-3.500000,25.478600
48.827200,49.556000,-3.500000,25.359200
49.057600,49.975900,-3.500000,25.276500
49.236800,50.375700,-3.500000,25.213000
49.441600,50.777300,-3.500000,25.165900
49.646400,51.190000,-3.500000,25.139500
50.081600,52.005400,-3.500000,25.267900
50.286400,52.358100,-3.500000,25.455800
50.491200,52.668900,-3.500000,25.728900
50.696000,52.913500,-3.500000,26.052000
50.900800,53.107400,-3.500000,26.410500
51.105600,53.265700,-3.500000,26.799800
51.515200,53.491700,-3.500000,27.579600
51.720000,53.582600,-3.500000,27.988000
51.976000,53.676400,-3.500000,28.488400
52.206400,53.752100,-3.500000,28.959700
52.411200,53.807300,-3.500000,29.365400
52.616000,53.860000,-3.500000,29.774600
52.820800,53.908300,-3.500000,30.188500
53.025600,53.953100,-3.500000,30.597100
53.230400,53.994900,-3.500000,30.996600
53.435200,54.035200,-3.500000,31.400100
53.691200,54.084400,-3.500000,31.904700
53.947200,54.132500,-3.500000,32.412400
53.947200,54.132500,-3.500000,32.412400
53.947200,54.132500,-3.500000,32.412400
53.947200,54.132500,-3.500000,32.412400
54.945600,54.324300,-3.500000,34.407900
54.945600,54.324300,-3.500000,34.407900
54.945600,54.324300,-3.500000,34.407900
54.945600,54.324300,-3.500000,34.407900
54.945600,54.324300,-3.500000,34.407900
55.944000,54.739600,-3.500000,36.373500
56.302400,55.010500,-3.500000,36.989300
56.635200,55.346600,-3.500000,37.583800
56.840000,55.562300,-3.500000,37.922100
57.044800,55.824900,-3.500000,38.238700
57.044800,55.824900,-3.500000,38.238700
57.505600,56.464900,-3.500000,38.910800
57.915200,57.106600,-3.500000,39.437500
58.120000,57.448100,-3.500000,39.674200
58.324800,57.798400,-3.500000,39.895700
58.555200,58.160800,-3.500000,40.097400
58.760000,58.524000,-3.500000,40.287300
58.964800,58.903500,-3.500000,40.457900
59.169600,59.281600,-3.500000,40.622100
59.579200,60.053600,-3.500000,40.896600
59.784000,60.445700,-3.500000,41.013800
59.988800,60.848000,-3.500000,41.124700
